,count,mean,std,min,25%,50%,75%,max
predicted_utilization,411996.0,0.28961042159625405,0.16816654230373834,0.0,0.16641604239112515,0.2620681998087331,0.3824658889699235,1.5
recommended_tariff_inr_kwh,411996.0,15.350992303358996,0.7310266631293867,14.399999999999999,14.732832084782252,14.924136399617467,16.200000000000003,22.95
response_multiplier,411996.0,0.9941501282773502,0.012183777718823096,0.8675,0.98,1.0012643933397087,1.0044527985869625,1.01
expected_utilization_after_pricing,411996.0,0.28615341633188723,0.1632253129089078,0.0,0.16715705950953086,0.26239955709511686,0.374816571190525,1.30125
